Sales Person,Geography,Product,Date,Sales,Boxes
Brien Boise,Australia,Drinking Coco,24-05-2023,"$6,926 ",382
Dotty Strutley,UK  ,85% Dark Bars,03-11-2023,"$7,292 ",98
Marney O'Breen,Australia ,85% Dark Bars,24-02-2023,"$4,928 ",398
Kaine Padly,Canada  ,White Choc,21-08-2023,$959 ,798
Jehu Rudeforth,India  ,Peanut Butter Cubes,16-03-2023,"$5,699 ",381
Kaine Padly,USA   ,Raspberry Choco,25-05-2023,"$1,571 ",254
Karlen McCaffrey,UK,Eclairs,05-06-2023,"$1,226 ",1
Van Tuxwell,Canada,Spicy Special Slims,07-07-2023,"$3,859 ",96
Ches Bonnell,Australia ,85% Dark Bars,04-07-2023,"$6,449 ",401
Camilla Castle,USA,70% Dark Bites,15-11-2023,"$7,407 ",37
Van Tuxwell,Australia ,85% Dark Bars,13-12-2023,"$9,943 ",646
Brien Boise,USA   ,After Nines,11-08-2023,"$4,057 ",59
Jan Morforth,USA  ,Caramel Stuffed Bars,26-06-2023,"$9,632 ",188
Gunar Cockshoot,Australia,Choco Coated Almonds,05-05-2023,"$1,638 ",115
Rafaelita Blaksland,India,Almond Choco,28-07-2023,"$11,286 ",798
Andria Kimpton,India   ,Choco Coated Almonds,23-11-2023,"$6,041 ",93
Kaine Padly,India,Orange Choco,08-01-2024,$23 ,590
Mallorie Waber,Australia  ,Choco Coated Almonds,01-11-2023,"$8,379 ",25
Husein Augar,New Zealand,Almond Choco,06-04-2023,"$10,373 ",135
Van Tuxwell,UK ,White Choc,13-12-2023,"$2,365 ",171
Kaine Padly,USA  ,Smooth Silky Salty,16-08-2023,"$6,854 ",196
Dennison Crosswaite,India,Organic Choco Syrup,09-10-2023,"$10,190 ",202
Beverie Moffet,India,Eclairs,01-06-2023,"$1,301 ",317
Kaine Padly,Canada ,99% Dark & Pure,25-07-2023,"$6,836 ",314
Husein Augar,India   ,Raspberry Choco,27-03-2023,"$7,943 ",524
Oby Sorrel,New Zealand ,Milk Bars,18-08-2023,"$7,562 ",738
Mallorie Waber,New Zealand   ,Choco Coated Almonds,25-05-2023,$965 ,1203
Jan Morforth,Australia ,Orange Choco,01-06-2023,"$1,919 ",567
Karlen McCaffrey,UK ,Smooth Silky Salty,20-10-2023,$891 ,436
Karlen McCaffrey,Australia,Drinking Coco,29-08-2023,"$7,106 ",1050
Marney O'Breen,India   ,Orange Choco,11-12-2023,"$7,038 ",5
Mallorie Waber,New Zealand,Peanut Butter Cubes,05-09-2023,"$12,546 ",223
Dotty Strutley,USA ,Mint Chip Choco,14-09-2023,"$4,570 ",72
Marney O'Breen,India ,Smooth Silky Salty,22-12-2023,"$11,207 ",93
Marney O'Breen,USA ,White Choc,09-01-2024,"$6,678 ",246
Beverie Moffet,UK,Eclairs,30-10-2023,"$3,848 ",270
Barr Faughny,India  ,Mint Chip Choco,18-07-2023,"$1,413 ",44
Roddy Speechley,New Zealand   ,Milk Bars,13-03-2023,"$2,088 ",107
Barr Faughny,Australia  ,Almond Choco,06-12-2023,"$6,795 ",114
Ches Bonnell,New Zealand,Drinking Coco,21-08-2023,"$5,614 ",771
Roddy Speechley,New Zealand  ,White Choc,14-09-2023,"$6,509 ",524
Dotty Strutley,UK   ,Almond Choco,08-01-2024,"$17,087 ",315
Kaine Padly,India  ,Drinking Coco,06-09-2023,"$5,117 ",23
Kelci Walkden,Canada  ,Fruit & Nut Bars,07-04-2023,"$2,574 ",354
Roddy Speechley,USA,Milk Bars,26-05-2023,"$3,929 ",321
Madelene Upcott,New Zealand,White Choc,01-02-2023,"$4,748 ",95
Beverie Moffet,UK  ,Organic Choco Syrup,27-11-2023,$385 ,75
Karlen McCaffrey,USA,Almond Choco,02-11-2023,"$2,822 ",356
Jehu Rudeforth,New Zealand  ,Orange Choco,07-07-2023,"$13,520 ",199
Camilla Castle,New Zealand   ,Organic Choco Syrup,30-03-2023,"$8,980 ",216
Gigi Bohling,New Zealand ,70% Dark Bites,14-03-2023,"$10,258 ",323
Brien Boise,UK  ,Manuka Honey Choco,06-03-2023,"$15,872 ",309
Wilone O'Kielt,Australia,99% Dark & Pure,13-11-2023,"$8,296 ",283
Kaine Padly,India ,85% Dark Bars,29-09-2023,"$4,203 ",107
Mallorie Waber,Australia,Baker's Choco Chips,14-07-2023,"$4,178 ",130
Mallorie Waber,UK,Almond Choco,21-09-2023,"$9,466 ",591
Andria Kimpton,New Zealand ,Baker's Choco Chips,13-07-2023,"$11,225 ",249
Madelene Upcott,India,Drinking Coco,10-05-2023,"$7,493 ",20
Dennison Crosswaite,India   ,Spicy Special Slims,13-04-2023,$680 ,27
Kelci Walkden,India,Drinking Coco,15-09-2023,"$5,490 ",376
Madelene Upcott,Canada   ,Smooth Silky Salty,08-08-2023,"$8,858 ",104
Gigi Bohling,USA  ,Fruit & Nut Bars,06-11-2023,"$5,924 ",57
Husein Augar,Canada ,Spicy Special Slims,05-02-2024,$792 ,97
Madelene Upcott,UK ,Raspberry Choco,07-06-2023,"$10,130 ",199
Ches Bonnell,USA,Raspberry Choco,05-06-2023,"$1,319 ",1282
Husein Augar,New Zealand ,Manuka Honey Choco,31-07-2023,"$13,678 ",44
Madelene Upcott,Canada ,Eclairs,16-06-2023,"$2,104 ",368
Marney O'Breen,UK   ,Caramel Stuffed Bars,28-02-2024,"$3,474 ",84
Brien Boise,UK  ,Mint Chip Choco,05-05-2023,"$1,712 ",89
Gigi Bohling,Canada   ,Eclairs,08-08-2023,"$8,847 ",196
Wilone O'Kielt,New Zealand  ,Peanut Butter Cubes,28-02-2023,"$3,798 ",128
Jehu Rudeforth,Australia  ,Choco Coated Almonds,05-01-2024,"$1,265 ",110
Madelene Upcott,India   ,Mint Chip Choco,30-08-2023,"$2,873 ",164
Oby Sorrel,New Zealand,Organic Choco Syrup,02-03-2023,"$13,932 ",360
Gigi Bohling,Canada,Manuka Honey Choco,23-06-2023,"$6,415 ",195
Rafaelita Blaksland,India   ,Choco Coated Almonds,24-11-2023,"$7,729 ",781
Wilone O'Kielt,UK   ,Mint Chip Choco,24-05-2023,$900 ,28
Curtice Advani,UK   ,After Nines,05-06-2023,"$10,433 ",372
Marney O'Breen,UK  ,Drinking Coco,09-03-2023,"$5,729 ",436
Rafaelita Blaksland,New Zealand  ,70% Dark Bites,26-05-2023,"$2,421 ",108
Oby Sorrel,UK  ,Manuka Honey Choco,28-06-2023,"$9,045 ",167
Gigi Bohling,UK ,Eclairs,08-02-2023,"$2,482 ",82
Brien Boise,USA   ,99% Dark & Pure,28-09-2023,"$10,766 ",365
Gunar Cockshoot,UK,Fruit & Nut Bars,11-04-2023,"$4,466 ",17
Husein Augar,Australia ,Eclairs,13-07-2023,"$4,019 ",118
Brien Boise,Australia  ,99% Dark & Pure,09-06-2023,"$11,601 ",411
Karlen McCaffrey,India,70% Dark Bites,22-06-2023,$72 ,1
Brien Boise,New Zealand,70% Dark Bites,13-04-2023,"$1,442 ",184
Karlen McCaffrey,USA,Choco Coated Almonds,14-04-2023,"$4,284 ",71
Curtice Advani,USA,Eclairs,12-12-2023,"$1,181 ",145
Curtice Advani,USA  ,Manuka Honey Choco,17-11-2023,"$4,966 ",134
Roddy Speechley,UK  ,Baker's Choco Chips,23-01-2024,"$9,342 ",129
Dennison Crosswaite,USA ,Organic Choco Syrup,19-07-2023,"$6,422 ",702
Roddy Speechley,USA ,Eclairs,16-01-2024,"$3,247 ",646
Jan Morforth,India ,Orange Choco,29-06-2023,"$4,892 ",331
Mallorie Waber,Canada,Organic Choco Syrup,06-04-2023,"$2,255 ",459
Kaine Padly,India ,70% Dark Bites,29-05-2023,"$5,360 ",369
Kelci Walkden,Australia  ,70% Dark Bites,19-10-2023,"$7,067 ",623
Brien Boise,Canada  ,Choco Coated Almonds,24-05-2023,"$2,763 ",206
Beverie Moffet,New Zealand ,Fruit & Nut Bars,11-05-2023,"$2,572 ",479
Camilla Castle,Canada ,Peanut Butter Cubes,06-11-2023,"$8,107 ",406
Van Tuxwell,UK  ,Choco Coated Almonds,15-03-2023,$698 ,82
Kaine Padly,India  ,Choco Coated Almonds,16-03-2023,"$6,235 ",71
Rafaelita Blaksland,Canada,99% Dark & Pure,29-05-2023,"$4,583 ",291
Camilla Castle,Canada,Milk Bars,27-02-2024,"$2,390 ",208
Karlen McCaffrey,UK,Organic Choco Syrup,09-06-2023,"$6,084 ",252
Dotty Strutley,Canada   ,Drinking Coco,28-04-2023,"$6,993 ",867
Dennison Crosswaite,India  ,Milk Bars,09-11-2023,"$2,777 ",131
Gigi Bohling,India,Eclairs,06-06-2023,"$2,147 ",531
Gunar Cockshoot,USA,Almond Choco,26-01-2024,"$1,832 ",127
Kaine Padly,Australia   ,Baker's Choco Chips,03-02-2023,"$3,474 ",390
Rafaelita Blaksland,India,Drinking Coco,18-05-2023,"$5,553 ",330
Gunar Cockshoot,India,Mint Chip Choco,15-01-2024,$740 ,357
Roddy Speechley,New Zealand,Spicy Special Slims,15-01-2024,"$5,891 ",451
Kaine Padly,New Zealand   ,Mint Chip Choco,25-01-2024,"$4,223 ",367
Gigi Bohling,Australia ,Organic Choco Syrup,17-11-2023,"$7,871 ",611
Andria Kimpton,UK,Caramel Stuffed Bars,29-02-2024,"$12,976 ",768
Oby Sorrel,Canada,Baker's Choco Chips,16-11-2023,$547 ,313
Marney O'Breen,New Zealand  ,White Choc,12-10-2023,"$6,894 ",58
Beverie Moffet,New Zealand ,Mint Chip Choco,16-08-2023,"$1,881 ",81
Mallorie Waber,New Zealand  ,50% Dark Bites,13-04-2023,"$3,175 ",454
Barr Faughny,Australia,Choco Coated Almonds,26-07-2023,"$8,334 ",422
Barr Faughny,India,70% Dark Bites,06-10-2023,"$2,257 ",245
Dennison Crosswaite,UK,After Nines,12-12-2023,"$7,353 ",166
Jehu Rudeforth,USA ,After Nines,02-01-2024,"$6,165 ",961
Ches Bonnell,Australia ,Raspberry Choco,12-12-2023,$700 ,487
Gunar Cockshoot,USA   ,Baker's Choco Chips,29-02-2024,"$14,465 ",490
Jehu Rudeforth,USA,Manuka Honey Choco,28-11-2023,$47 ,136
Brien Boise,USA ,Spicy Special Slims,15-12-2023,"$4,718 ",154
Kaine Padly,Canada   ,Caramel Stuffed Bars,16-02-2024,"$7,859 ",128
Barr Faughny,New Zealand ,White Choc,23-03-2023,"$1,710 ",335
Husein Augar,UK   ,Choco Coated Almonds,24-11-2023,"$1,539 ",310
Ches Bonnell,USA   ,White Choc,24-10-2023,"$10,816 ",222
Andria Kimpton,UK ,Drinking Coco,30-03-2023,"$5,042 ",133
Jehu Rudeforth,UK  ,Milk Bars,22-12-2023,"$4,606 ",500
Roddy Speechley,UK,Mint Chip Choco,28-11-2023,"$3,326 ",240
Beverie Moffet,India  ,Caramel Stuffed Bars,25-05-2023,"$3,524 ",205
Kaine Padly,New Zealand,Orange Choco,23-06-2023,"$9,342 ",317
Oby Sorrel,Canada  ,Fruit & Nut Bars,07-09-2023,"$3,263 ",448
Dotty Strutley,UK,50% Dark Bites,27-02-2024,"$7,808 ",85
Curtice Advani,New Zealand   ,Raspberry Choco,21-11-2023,"$3,805 ",1049
Kelci Walkden,India,Spicy Special Slims,06-02-2023,"$2,428 ",160
Jehu Rudeforth,New Zealand,Manuka Honey Choco,03-04-2023,"$8,066 ",103
Oby Sorrel,Australia   ,After Nines,24-02-2023,"$8,512 ",190
Van Tuxwell,India   ,Milk Bars,05-10-2023,"$3,231 ",116
Roddy Speechley,India,Raspberry Choco,21-02-2024,"$2,997 ",69
Beverie Moffet,UK  ,Smooth Silky Salty,11-10-2023,"$17,611 ",463
Kelci Walkden,USA ,Raspberry Choco,16-03-2023,"$1,616 ",396
Kaine Padly,Canada  ,After Nines,25-05-2023,"$7,164 ",251
Brien Boise,India  ,Baker's Choco Chips,30-08-2023,"$11,943 ",200
Husein Augar,Australia  ,Orange Choco,27-07-2023,"$9,072 ",119
Kelci Walkden,UK ,Manuka Honey Choco,19-07-2023,"$1,521 ",198
Madelene Upcott,UK   ,Baker's Choco Chips,01-11-2023,"$10,485 ",564
Andria Kimpton,USA ,Baker's Choco Chips,28-03-2023,$5 ,259
Andria Kimpton,USA ,Raspberry Choco,06-04-2023,$32 ,205
Van Tuxwell,Australia ,50% Dark Bites,05-05-2023,"$8,123 ",657
Mallorie Waber,New Zealand,70% Dark Bites,08-05-2023,"$4,469 ",286
Dotty Strutley,USA  ,50% Dark Bites,14-11-2023,"$5,722 ",190
Mallorie Waber,Canada  ,70% Dark Bites,26-02-2024,"$3,211 ",12
Roddy Speechley,New Zealand   ,Raspberry Choco,02-03-2023,"$1,424 ",186
Jehu Rudeforth,Australia,Baker's Choco Chips,08-01-2024,"$12,695 ",189
Gigi Bohling,Canada,Organic Choco Syrup,31-10-2023,"$16,027 ",34
Jan Morforth,Australia  ,Almond Choco,07-06-2023,"$6,273 ",227
Ches Bonnell,New Zealand   ,Mint Chip Choco,05-12-2023,"$1,159 ",8
Van Tuxwell,New Zealand  ,99% Dark & Pure,22-11-2023,"$6,980 ",393
Ches Bonnell,UK  ,Orange Choco,17-02-2023,"$5,375 ",80
Kaine Padly,UK  ,Organic Choco Syrup,13-04-2023,"$10,919 ",100
Kelci Walkden,UK,70% Dark Bites,26-07-2023,"$8,116 ",298
Mallorie Waber,UK   ,Milk Bars,13-03-2023,"$8,330 ",42
Barr Faughny,Australia ,Raspberry Choco,21-02-2024,"$1,735 ",535
Marney O'Breen,UK   ,70% Dark Bites,09-10-2023,$725 ,207
Van Tuxwell,UK ,Mint Chip Choco,26-07-2023,"$1,222 ",195
Curtice Advani,India   ,Mint Chip Choco,10-05-2023,"$1,978 ",2
Ches Bonnell,India   ,50% Dark Bites,08-05-2023,"$3,177 ",1660
Curtice Advani,Australia   ,White Choc,18-01-2024,"$2,963 ",281
Dennison Crosswaite,Australia   ,Baker's Choco Chips,12-02-2024,"$2,756 ",399
Dotty Strutley,Australia ,Baker's Choco Chips,31-07-2023,"$7,810 ",435
Gunar Cockshoot,Australia  ,After Nines,23-03-2023,"$3,389 ",358
Dotty Strutley,Australia ,Mint Chip Choco,14-12-2023,"$1,735 ",79
Andria Kimpton,UK ,70% Dark Bites,12-09-2023,"$1,762 ",262
Kelci Walkden,USA   ,Drinking Coco,24-05-2023,"$5,571 ",302
Jan Morforth,Australia   ,50% Dark Bites,04-10-2023,"$6,471 ",1607
Madelene Upcott,USA,Mint Chip Choco,23-08-2023,"$1,015 ",578
Husein Augar,India ,99% Dark & Pure,24-11-2023,"$7,137 ",385
Rafaelita Blaksland,New Zealand  ,Mint Chip Choco,06-09-2023,"$5,184 ",54
Jehu Rudeforth,UK ,After Nines,19-07-2023,"$4,097 ",171
Barr Faughny,USA ,Orange Choco,20-12-2023,"$5,873 ",2
Andria Kimpton,Australia  ,99% Dark & Pure,24-04-2023,"$9,392 ",100
Husein Augar,Australia,Drinking Coco,04-01-2024,"$5,630 ",971
Wilone O'Kielt,Canada ,Spicy Special Slims,17-05-2023,$558 ,96
Dotty Strutley,Australia   ,99% Dark & Pure,14-06-2023,"$4,658 ",26
Mallorie Waber,New Zealand ,Milk Bars,11-09-2023,"$6,298 ",35
Madelene Upcott,India   ,Baker's Choco Chips,17-08-2023,"$3,582 ",353
Kelci Walkden,UK,White Choc,20-07-2023,"$10,289 ",354
Oby Sorrel,UK ,Almond Choco,03-01-2024,"$9,074 ",645
Roddy Speechley,Canada   ,Smooth Silky Salty,11-05-2023,$182 ,378
Jan Morforth,USA  ,70% Dark Bites,14-04-2023,$491 ,658
Camilla Castle,USA  ,Smooth Silky Salty,21-04-2023,"$1,400 ",193
Curtice Advani,Canada   ,Peanut Butter Cubes,20-09-2023,"$6,588 ",756
Van Tuxwell,USA ,Raspberry Choco,03-08-2023,"$4,264 ",24
Curtice Advani,Canada  ,Baker's Choco Chips,11-09-2023,"$6,246 ",5
Van Tuxwell,New Zealand,Mint Chip Choco,10-01-2024,"$3,035 ",197
Gunar Cockshoot,USA ,99% Dark & Pure,29-05-2023,"$9,680 ",235
Jehu Rudeforth,Canada ,Manuka Honey Choco,21-11-2023,"$1,931 ",110
Camilla Castle,New Zealand,Raspberry Choco,10-01-2024,"$6,764 ",607
Brien Boise,UK   ,85% Dark Bars,01-12-2023,"$8,161 ",358
Kelci Walkden,Australia,Raspberry Choco,09-02-2023,"$3,035 ",252
Madelene Upcott,India ,Choco Coated Almonds,22-02-2023,"$1,118 ",592
Barr Faughny,India  ,Baker's Choco Chips,12-02-2024,"$9,486 ",233
Karlen McCaffrey,India  ,99% Dark & Pure,04-12-2023,"$5,652 ",41
Madelene Upcott,New Zealand,Eclairs,09-03-2023,"$3,908 ",654
Marney O'Breen,New Zealand,99% Dark & Pure,18-05-2023,"$14,510 ",350
Rafaelita Blaksland,Australia,Organic Choco Syrup,29-02-2024,"$20,968 ",811
Karlen McCaffrey,Australia   ,Peanut Butter Cubes,05-12-2023,"$7,997 ",514
Jehu Rudeforth,UK ,99% Dark & Pure,27-07-2023,"$1,454 ",604
Husein Augar,USA ,Peanut Butter Cubes,01-01-2024,"$5,308 ",37
Dotty Strutley,New Zealand   ,Eclairs,05-01-2024,"$5,540 ",70
Wilone O'Kielt,India ,50% Dark Bites,26-07-2023,"$3,688 ",1679
Rafaelita Blaksland,Australia   ,85% Dark Bars,12-12-2023,"$2,291 ",186
Camilla Castle,USA ,Peanut Butter Cubes,15-12-2023,"$2,390 ",865
Kelci Walkden,Canada,Manuka Honey Choco,04-12-2023,"$7,049 ",133
Beverie Moffet,New Zealand ,Caramel Stuffed Bars,28-03-2023,"$6,687 ",1153
Jan Morforth,Australia ,Mint Chip Choco,26-02-2024,"$2,660 ",177
Jehu Rudeforth,Australia  ,Almond Choco,27-12-2023,"$7,173 ",594
Dennison Crosswaite,Australia ,Orange Choco,01-08-2023,"$12,764 ",63
Jehu Rudeforth,India  ,Almond Choco,23-02-2023,$938 ,325
Ches Bonnell,India ,Orange Choco,09-11-2023,"$6,869 ",453
Wilone O'Kielt,India  ,After Nines,28-06-2023,"$4,664 ",564
Jan Morforth,Canada ,Peanut Butter Cubes,24-05-2023,"$9,551 ",486
Mallorie Waber,UK   ,Smooth Silky Salty,28-03-2023,"$9,596 ",59
Camilla Castle,India   ,Baker's Choco Chips,13-09-2023,"$4,079 ",510
Husein Augar,India  ,Mint Chip Choco,07-07-2023,"$1,544 ",391
Beverie Moffet,Canada  ,After Nines,15-09-2023,"$4,199 ",41
Rafaelita Blaksland,UK,After Nines,04-10-2023,"$9,428 ",238
Camilla Castle,UK  ,Baker's Choco Chips,24-02-2023,$164 ,75
Rafaelita Blaksland,Australia ,Fruit & Nut Bars,28-04-2023,"$5,060 ",1041
Dotty Strutley,USA  ,Orange Choco,05-05-2023,"$1,580 ",476
Dotty Strutley,USA,99% Dark & Pure,29-06-2023,$304 ,191
Rafaelita Blaksland,UK,Peanut Butter Cubes,13-04-2023,"$7,475 ",706
Rafaelita Blaksland,Australia ,Manuka Honey Choco,22-01-2024,"$10,388 ",113
Andria Kimpton,New Zealand   ,Peanut Butter Cubes,20-09-2023,"$12,179 ",370
Wilone O'Kielt,New Zealand ,Baker's Choco Chips,12-01-2024,"$9,668 ",124
Ches Bonnell,India ,Organic Choco Syrup,28-12-2023,"$7,490 ",883
Gunar Cockshoot,India  ,Spicy Special Slims,22-08-2023,"$1,667 ",299
Jehu Rudeforth,USA ,70% Dark Bites,28-07-2023,"$8,264 ",534
Husein Augar,Australia ,Peanut Butter Cubes,09-11-2023,"$6,615 ",441
Brien Boise,India,Milk Bars,03-03-2023,"$1,910 ",287
Mallorie Waber,Australia   ,85% Dark Bars,12-07-2023,"$5,229 ",45
Husein Augar,Australia   ,Raspberry Choco,12-10-2023,"$1,926 ",458
Brien Boise,USA   ,Almond Choco,08-08-2023,"$3,301 ",149
Jan Morforth,Australia  ,Choco Coated Almonds,22-02-2024,"$5,263 ",60
Jan Morforth,India,70% Dark Bites,26-05-2023,"$1,672 ",15
Marney O'Breen,Canada   ,Orange Choco,04-01-2024,"$7,772 ",243
Van Tuxwell,Australia   ,Orange Choco,18-09-2023,"$10,649 ",395
Kaine Padly,Canada  ,85% Dark Bars,03-02-2023,"$5,018 ",69
Ches Bonnell,Australia ,99% Dark & Pure,27-07-2023,"$7,211 ",408
Curtice Advani,Australia   ,Raspberry Choco,16-10-2023,"$22,138 ",410
Curtice Advani,New Zealand   ,White Choc,12-05-2023,"$6,269 ",338
Brien Boise,Australia,White Choc,11-10-2023,"$5,580 ",42
Wilone O'Kielt,New Zealand,Mint Chip Choco,22-06-2023,"$8,633 ",104
Madelene Upcott,New Zealand ,Caramel Stuffed Bars,21-07-2023,"$1,724 ",183
Brien Boise,Australia ,Fruit & Nut Bars,22-08-2023,"$8,251 ",158
Marney O'Breen,India  ,Milk Bars,13-12-2023,"$10,940 ",8
Camilla Castle,Australia   ,Manuka Honey Choco,18-05-2023,"$7,488 ",13
Ches Bonnell,New Zealand  ,70% Dark Bites,20-04-2023,"$5,369 ",127
Mallorie Waber,India   ,Smooth Silky Salty,21-09-2023,"$4,698 ",1008
Dotty Strutley,Canada ,Smooth Silky Salty,29-08-2023,"$6,557 ",18
Andria Kimpton,Canada  ,Organic Choco Syrup,05-09-2023,"$15,113 ",455
Barr Faughny,USA,Smooth Silky Salty,14-12-2023,"$14,936 ",1099
Brien Boise,UK  ,50% Dark Bites,14-12-2023,"$1,897 ",363
Van Tuxwell,Australia   ,Organic Choco Syrup,17-04-2023,"$4,394 ",26
Dennison Crosswaite,Canada  ,70% Dark Bites,14-08-2023,"$9,245 ",452
Kaine Padly,Canada  ,Peanut Butter Cubes,25-04-2023,"$9,486 ",66
Ches Bonnell,USA  ,Fruit & Nut Bars,21-09-2023,"$5,056 ",547
Roddy Speechley,USA,Raspberry Choco,01-05-2023,"$2,466 ",611
Andria Kimpton,India ,Peanut Butter Cubes,22-12-2023,"$7,308 ",275
Gigi Bohling,Australia  ,After Nines,09-08-2023,"$11,104 ",125
Gunar Cockshoot,Australia,Smooth Silky Salty,27-09-2023,$394 ,56
Andria Kimpton,New Zealand   ,Smooth Silky Salty,08-03-2023,"$3,335 ",295
Dotty Strutley,USA ,Milk Bars,21-06-2023,"$3,872 ",190
Oby Sorrel,USA,85% Dark Bars,28-02-2023,"$4,817 ",477
Camilla Castle,India,Eclairs,16-03-2023,$866 ,61
Gigi Bohling,India,Organic Choco Syrup,12-01-2024,"$9,351 ",457
Kaine Padly,USA,Spicy Special Slims,14-03-2023,"$8,575 ",332
Oby Sorrel,Canada,70% Dark Bites,23-02-2023,"$2,567 ",316
Gunar Cockshoot,Australia   ,Baker's Choco Chips,27-06-2023,"$3,236 ",223
Rafaelita Blaksland,India ,70% Dark Bites,07-09-2023,"$3,049 ",189
Jan Morforth,UK ,Baker's Choco Chips,22-12-2023,$626 ,849
Kaine Padly,Australia ,After Nines,24-02-2023,"$8,730 ",398
Dotty Strutley,New Zealand   ,Almond Choco,14-04-2023,"$6,287 ",401
Andria Kimpton,Australia   ,Caramel Stuffed Bars,15-03-2023,"$1,964 ",18
Curtice Advani,New Zealand ,Mint Chip Choco,07-09-2023,"$4,554 ",82
Madelene Upcott,New Zealand  ,50% Dark Bites,02-06-2023,"$9,551 ",364
Kelci Walkden,India ,Choco Coated Almonds,11-07-2023,$587 ,135
Oby Sorrel,UK,Milk Bars,19-09-2023,$927 ,55
Dotty Strutley,New Zealand   ,99% Dark & Pure,05-12-2023,"$10,762 ",92
Kelci Walkden,Australia   ,Caramel Stuffed Bars,31-10-2023,"$15,098 ",212
Kelci Walkden,UK,Peanut Butter Cubes,26-04-2023,"$10,647 ",394
Barr Faughny,UK   ,Choco Coated Almonds,21-08-2023,"$17,152 ",219
Camilla Castle,New Zealand  ,Almond Choco,21-03-2023,"$11,680 ",390
Rafaelita Blaksland,UK  ,85% Dark Bars,17-02-2023,"$3,479 ",431
Jan Morforth,Canada ,Mint Chip Choco,09-10-2023,$389 ,54
Wilone O'Kielt,USA ,Milk Bars,17-02-2023,"$3,602 ",194
Gunar Cockshoot,New Zealand,Eclairs,15-03-2023,$115 ,769
Andria Kimpton,Canada  ,Raspberry Choco,28-06-2023,"$2,930 ",1301
Camilla Castle,UK   ,Smooth Silky Salty,29-11-2023,"$1,312 ",246
Ches Bonnell,UK   ,Organic Choco Syrup,25-04-2023,$311 ,96
Oby Sorrel,New Zealand ,99% Dark & Pure,09-03-2023,"$11,329 ",329
Mallorie Waber,USA  ,Baker's Choco Chips,13-02-2024,"$1,006 ",299
Barr Faughny,UK ,Orange Choco,30-03-2023,"$6,071 ",814
Jan Morforth,USA  ,50% Dark Bites,31-01-2024,"$3,942 ",117
Jan Morforth,USA ,Almond Choco,07-09-2023,"$10,319 ",466
Jan Morforth,New Zealand,White Choc,11-10-2023,"$1,647 ",75
Barr Faughny,New Zealand  ,Eclairs,14-02-2024,"$3,782 ",142
Dotty Strutley,New Zealand  ,85% Dark Bars,05-12-2023,"$7,142 ",141
Jan Morforth,Australia,Caramel Stuffed Bars,04-12-2023,"$1,778 ",161
Marney O'Breen,Canada ,White Choc,27-06-2023,"$6,311 ",658
Gigi Bohling,UK  ,Peanut Butter Cubes,24-05-2023,"$9,882 ",483
Jehu Rudeforth,New Zealand ,Smooth Silky Salty,24-05-2023,"$3,182 ",131
Brien Boise,New Zealand ,Smooth Silky Salty,14-03-2023,"$6,800 ",590
Mallorie Waber,Canada   ,Orange Choco,31-03-2023,"$10,942 ",745
Mallorie Waber,USA,After Nines,25-05-2023,"$8,714 ",331
Wilone O'Kielt,Australia   ,85% Dark Bars,10-05-2023,"$2,975 ",500
Jehu Rudeforth,Canada   ,Orange Choco,06-06-2023,"$5,378 ",284
Kelci Walkden,New Zealand ,Raspberry Choco,21-08-2023,$126 ,1218
Oby Sorrel,USA   ,Orange Choco,23-02-2023,"$4,529 ",70
Brien Boise,New Zealand,Eclairs,31-05-2023,$20 ,665
Wilone O'Kielt,Australia ,Organic Choco Syrup,01-08-2023,"$9,203 ",305
Roddy Speechley,Australia ,Mint Chip Choco,12-12-2023,$963 ,588
Dennison Crosswaite,India   ,Caramel Stuffed Bars,07-09-2023,"$12,593 ",415
Kelci Walkden,India ,Smooth Silky Salty,19-07-2023,"$7,349 ",443
Camilla Castle,Australia ,50% Dark Bites,03-04-2023,"$6,356 ",3071
Dotty Strutley,Australia,Milk Bars,05-02-2024,"$3,555 ",308
Husein Augar,USA  ,Almond Choco,09-08-2023,"$9,653 ",237
Curtice Advani,UK   ,Peanut Butter Cubes,31-05-2023,"$4,381 ",214
Marney O'Breen,New Zealand ,Choco Coated Almonds,20-09-2023,"$4,518 ",111
Andria Kimpton,New Zealand ,Raspberry Choco,03-03-2023,"$1,024 ",1109
Van Tuxwell,USA   ,99% Dark & Pure,17-07-2023,"$4,694 ",255
Van Tuxwell,New Zealand   ,Baker's Choco Chips,08-01-2024,"$5,762 ",130
Camilla Castle,India ,Peanut Butter Cubes,30-11-2023,"$6,554 ",388
Madelene Upcott,New Zealand   ,70% Dark Bites,03-08-2023,"$1,035 ",319
Karlen McCaffrey,India  ,Caramel Stuffed Bars,23-11-2023,"$18,628 ",507
Wilone O'Kielt,USA,Mint Chip Choco,29-01-2024,"$1,357 ",320
Curtice Advani,Australia ,Smooth Silky Salty,18-10-2023,$324 ,198
Wilone O'Kielt,New Zealand ,Almond Choco,30-08-2023,"$5,038 ",190
Van Tuxwell,Canada ,Milk Bars,15-12-2023,"$1,762 ",232
Camilla Castle,India  ,Drinking Coco,16-03-2023,"$3,231 ",508
Wilone O'Kielt,UK  ,99% Dark & Pure,15-12-2023,"$9,612 ",87
Van Tuxwell,Canada ,Drinking Coco,14-03-2023,$797 ,513
